semantic_group,canonical_key,source_key,transform,source_count
"LAB_VALUES","creatinine_max","creatinine_max_uln","none",34
"LAB_VALUES","creatinine_max","creatinine_max_mg_dl","none",13
"LAB_VALUES","creatinine_max","creatinine_max_mg_dL","none",2
"LAB_VALUES","creatinine_max","creatinine_max_umol_l","none",2
"LAB_VALUES","creatinine_max","creatinine_max_umol","none",2
"LAB_VALUES","creatinine_max","creatinine_max_ulm","none",3
"LAB_VALUES","creatinine_max","creatinine_max_ulnx","none",2
"LAB_VALUES","creatinine_max","creatinine_max_ULN","none",2
"LAB_VALUES","creatinine_max","creatinine_max_multiplier","none",4
"LAB_VALUES","creatinine_max","creatinine_uln_max","none",4
"LAB_VALUES","creatinine_max","creatinine_max_multiple_uln","none",3
"LAB_VALUES","creatinine_max","creatinine_max_uln_multiple","none",2
"LAB_VALUES","creatinine_max","creatinine_maximum_uln_multiple","none",3
"LAB_VALUES","creatinine_max","creatinine_max_mg_percent","none",2
"LAB_VALUES","creatinine_max","creatinine_max_times_uln","none",2
"LAB_VALUES","creatinine_max","serum_creatinine_max_mg_dl","none",3
"LAB_VALUES","creatinine_max","serum_creatinine_max_uln","none",2
"LAB_VALUES","creatinine_max","serum_creatinine_max_multiple","none",2
"LAB_VALUES","creatinine_clearance_min","creatinine_clearance_min","none",84
"LAB_VALUES","creatinine_clearance_min","creatinine_clearance_min_ml_min","none",20
"LAB_VALUES","creatinine_clearance_min","creatinine_clearance_min_ml_per_min","none",4
"LAB_VALUES","creatinine_clearance_min","crcl_min","none",8
"LAB_VALUES","creatinine_clearance_min","crcl_min_ml_min","none",2
"LAB_VALUES","creatinine_clearance_min","min_creatinine_clearance","none",3
"LAB_VALUES","creatinine_clearance_min","min_creatinine_clearance_ml_min","none",3
"LAB_VALUES","creatinine_clearance_min","min_creatinine_clearance_mL_min","none",2
"LAB_VALUES","creatinine_clearance_min","creatinine_clearance_minimum","none",2
"LAB_VALUES","creatinine_clearance_min","or_creatinine_clearance_min","none",5
"LAB_VALUES","bilirubin_max","bilirubin_max","none",64
"LAB_VALUES","bilirubin_max","bilirubin_max_uln","none",52
"LAB_VALUES","bilirubin_max","bilirubin_max_ulm","none",6
"LAB_VALUES","bilirubin_max","bilirubin_max_ulnx","none",4
"LAB_VALUES","bilirubin_max","bilirubin_max_ULN","none",3
"LAB_VALUES","bilirubin_max","bilirubin_max_mg_dl","none",7
"LAB_VALUES","bilirubin_max","bilirubin_max_mg_percent","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_multiplier","none",5
"LAB_VALUES","bilirubin_max","bilirubin_max_times_uln","none",3
"LAB_VALUES","bilirubin_max","bilirubin_max_uln_multiple","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_uln_multiplier","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_standard","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_ulc","none",2
"LAB_VALUES","bilirubin_max","bilirubin_uln_max","none",5
"LAB_VALUES","bilirubin_max","bilirubin_uln","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_exception","none",2
"LAB_VALUES","bilirubin_max","bilirubin_max_gilberts","none",3
"LAB_VALUES","bilirubin_max","bilirubin_normal","none",2
"LAB_VALUES","bilirubin_max","total_bilirubin_max","none",5
"LAB_VALUES","bilirubin_max","serum_bilirubin_max","none",2
"LAB_VALUES","ast_max","ast_max","none",13
"LAB_VALUES","ast_max","ast_max_uln","none",27
"LAB_VALUES","ast_max","ast_max_ulm","none",5
"LAB_VALUES","ast_max","ast_max_times_uln","none",3
"LAB_VALUES","ast_max","ast_uln_max","none",4
"LAB_VALUES","ast_max","sgot_max","none",3
"LAB_VALUES","ast_max","sgot_max_uln","none",8
"LAB_VALUES","ast_max","sgot_max_ulm","none",2
"LAB_VALUES","ast_max","ast_max_multiple","none",2
"LAB_VALUES","ast_max","ast_max_with_liver_mets","none",2
"LAB_VALUES","alt_max","alt_max","none",12
"LAB_VALUES","alt_max","alt_max_uln","none",26
"LAB_VALUES","alt_max","alt_max_ulm","none",4
"LAB_VALUES","alt_max","alt_max_times_uln","none",3
"LAB_VALUES","alt_max","alt_uln_max","none",4
"LAB_VALUES","alt_max","sgpt_max","none",2
"LAB_VALUES","alt_max","sgpt_max_uln","none",3
"LAB_VALUES","alt_max","alt_max_multiple","none",2
"LAB_VALUES","alt_max","alt_max_with_liver_mets","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max","none",22
"LAB_VALUES","ast_alt_max","ast_alt_max_uln","none",18
"LAB_VALUES","ast_alt_max","ast_alt_max_ulnx","none",5
"LAB_VALUES","ast_alt_max","ast_alt_max_x_uln","none",5
"LAB_VALUES","ast_alt_max","ast_alt_max_ULN","none",4
"LAB_VALUES","ast_alt_max","ast_alt_max_uln_multiplier","none",3
"LAB_VALUES","ast_alt_max","ast_alt_max_uln_multiple","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_times_uln","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_multiplier","none",3
"LAB_VALUES","ast_alt_max","ast_alt_max_with_liver_mets","none",5
"LAB_VALUES","ast_alt_max","ast_alt_max_without_liver_mets","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_no_mets","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_with_mets","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_ulnx_with_liver_mets","none",2
"LAB_VALUES","ast_alt_max","ast_alt_max_uln_with_liver_mets","none",3
"LAB_VALUES","ast_alt_max","ast_alt_max_standard","none",2
"LAB_VALUES","ast_alt_max","alt_ast_max","none",9
"LAB_VALUES","ast_alt_max","alt_ast_max_uln","none",4
"LAB_VALUES","ast_alt_max","alt_ast_uln_max","none",2
"LAB_VALUES","ast_alt_max","alt_ast_max_multiplier","none",2
"LAB_VALUES","ast_alt_max","transaminases_max","none",2
"LAB_VALUES","ast_alt_max","transaminases_max_uln","none",2
"LAB_VALUES","alp_max","alp_max","none",5
"LAB_VALUES","alp_max","alp_max_uln","none",7
"LAB_VALUES","alp_max","alp_max_ulm","none",2
"LAB_VALUES","alp_max","alp_uln_max","none",3
"LAB_VALUES","alp_max","alp_uln","none",2
"LAB_VALUES","alp_max","alk_phos_max","none",4
"LAB_VALUES","alp_max","alk_phos_max_uln","none",3
"LAB_VALUES","alp_max","alk_phos_max_times_uln","none",2
"LAB_VALUES","alp_max","alkaline_phosphatase_max_uln","none",8
"LAB_VALUES","alp_max","alkaline_phosphatase_max_multiplier","none",2
"LAB_VALUES","alp_max","alkaline_phosphatase_max_x_uln","none",2
"LAB_VALUES","wbc_min","wbc_min","none",33
"LAB_VALUES","wbc_min","leukocytes_min","none",6
"LAB_VALUES","wbc_min","wbc_min_per_mm3","none",2
"LAB_VALUES","wbc_min","wbc_min_k","none",2
"LAB_VALUES","wbc_max","wbc_max","none",8
"LAB_VALUES","albumin_min","albumin_min","none",18
"LAB_VALUES","albumin_min","albumin_min_g_dl","none",6
"LAB_VALUES","albumin_min","albumin_min_g_l","none",2
"LAB_VALUES","inr_max","inr_max","none",18
"LAB_VALUES","inr_max","inr_max_uln","none",3
"LAB_VALUES","gfr_min","gfr_min","none",6
"LAB_VALUES","gfr_min","egfr_min","none",8
"LAB_VALUES","gfr_min","egfr_min_ml_min","none",2
"LAB_VALUES","proteinuria_max","proteinuria_max","none",5
"LAB_VALUES","proteinuria_max","upc_ratio_max","none",17
"LAB_VALUES","proteinuria_max","urine_protein_creatinine_max","none",7
"LAB_VALUES","proteinuria_max","protein_creatinine_ratio_max","none",6
"LAB_VALUES","proteinuria_max","max_urine_protein_creatinine_ratio","none",3
"LAB_VALUES","proteinuria_max","upc_max","none",2
"LAB_VALUES","proteinuria_max","upc_ratio_threshold","none",2
"LAB_VALUES","proteinuria_max","proteinuria_ratio_max","none",2
"LAB_VALUES","proteinuria_max","urine_protein_24h_max","none",2
"LAB_VALUES","proteinuria_max","urine_protein_max","none",4
"LAB_VALUES","proteinuria_max","proteinuria_threshold","none",3
"LAB_VALUES","lymphocyte_min","lymphocyte_min","none",12
"LAB_VALUES","lymphocyte_min","lymphocyte_min_per_ul","none",3
"LAB_VALUES","lymphocyte_min","lymphocyte_count_min","none",2
"LAB_VALUES","hematocrit_min","hematocrit_min","none",6
"LAB_VALUES","hematocrit_min","hct_min","none",3
"LAB_VALUES","lvef_min","lvef_min","none",8
"LAB_VALUES","lvef_min","ejection_fraction_min","none",2
"LAB_VALUES","lvef_min","min_lvef_percent","none",2
"LAB_VALUES","lvef_min","lvef_min_percent","none",2
"LAB_VALUES","hba1c_max","hba1c_max","none",4
"LAB_VALUES","hba1c_max","hba1c_max_percent","none",2
"LAB_VALUES","min_value","min_value","none",82
"LAB_VALUES","min_value","minimum","none",15
"LAB_VALUES","min_value","minimum_value","none",9
"LAB_VALUES","min_value","min","none",8
"LAB_VALUES","max_value","max_value","none",57
"LAB_VALUES","max_value","maximum","none",7
"LAB_VALUES","max_value","maximum_value","none",2
"LAB_VALUES","max_value","max","none",10
"LAB_VALUES","max_value","threshold","none",26
"LAB_VALUES","max_value","max_value_multiple","none",11
"LAB_VALUES","max_value","max_value_uln","none",7
"LAB_VALUES","max_value","max_multiplier","none",6
"LAB_VALUES","max_value","max_uln_multiple","none",5
"LAB_VALUES","max_value","max_uln_multiplier","none",3
"LAB_VALUES","max_value","max_multiple_of_uln","none",4
"LAB_VALUES","max_value","max_value_multiple_with_mets","none",2
"LAB_VALUES","max_value","maximum_multiplier","none",7
"LAB_VALUES","max_value","max_value_liver_mets","none",2
"LAB_VALUES","max_value","metastatic_exception_uln","none",2
"LAB_VALUES","max_value","max_multiple_of_normal","none",2
"LAB_VALUES","reference","reference","none",27
"LAB_VALUES","gilbert_exception","gilbert_syndrome_exception","none",4
"LAB_VALUES","gilbert_exception","gilberts_exception","none",3
"LAB_VALUES","gilbert_exception","gilbert_disease_exception","none",2
"LAB_VALUES","timing_days","timeframe","none",11
"LAB_VALUES","timing_days","labs_timing_days","none",10
"LAB_VALUES","timing_days","timing","none",8
"LAB_VALUES","timing_days","timing_days","none",5
"LAB_VALUES","timing_days","lab_window_days","none",7
"LAB_VALUES","timing_days","time_window_days","none",3
"LAB_VALUES","timing_days","timeline","none",3
"LAB_VALUES","timing_days","lab_timing_days","none",2
"LAB_VALUES","timing_days","labs_days","none",2
"LAB_VALUES","timing_days","test_window_days","none",2
"LAB_VALUES","condition","condition","none",28
"LAB_VALUES","condition","conditions","none",3
"LAB_VALUES","condition","excluded_condition","none",11
"LAB_VALUES","condition","excluded_conditions","none",11
"LAB_VALUES","condition","excludes","none",6
"LAB_VALUES","condition","excluded","none",8
"LAB_VALUES","exception","exception","none",27
"LAB_VALUES","exception","exceptions","none",8
"LAB_VALUES","requirement","requirement","none",39
"LAB_VALUES","requirement","organ_function","none",7
"LAB_VALUES","requirement","organ_function_required","none",2
"LAB_VALUES","requirement","adequate_organ_function_required","none",3
"LAB_VALUES","requirement","adequate_organ_function","none",2
"LAB_VALUES","requirement","lab_requirement","none",4
"LAB_VALUES","requirement","requires","none",3
"LAB_VALUES","requirement","adequate_function_required","none",2
"LAB_VALUES","requirement","normal_lab_values_required","none",3
"LAB_VALUES","requirement","adequate_renal_function_required","none",2
"LAB_VALUES","requirement","renal_function_adequate","none",3
"LAB_VALUES","requirement","hematologic_function_required","none",2
"LAB_VALUES","requirement","hematologic_function","none",2
"LAB_VALUES","requirement","hepatic_function","none",2
"LAB_VALUES","requirement","bone_marrow_adequate","none",2
"PRIOR_TREATMENT","washout_days","washout_days","none",323
"PRIOR_TREATMENT","washout_days","lookback_days","none",11
"PRIOR_TREATMENT","washout_days","timing_days","none",13
"PRIOR_TREATMENT","washout_days","timeframe_days","none",19
"PRIOR_TREATMENT","washout_days","days_back","none",8
"PRIOR_TREATMENT","washout_days","days","none",7
"PRIOR_TREATMENT","washout_days","days_prior","none",3
"PRIOR_TREATMENT","washout_days","days_before_screening","none",7
"PRIOR_TREATMENT","washout_days","days_since","none",5
"PRIOR_TREATMENT","washout_days","investigational_drug_washout_days","none",8
"PRIOR_TREATMENT","washout_days","chemotherapy_washout_days","none",5
"PRIOR_TREATMENT","washout_days","radiation_washout_days","none",4
"PRIOR_TREATMENT","washout_days","hormonal_therapy_washout_days","none",2
"PRIOR_TREATMENT","washout_days","investigational_therapy_washout_days","none",3
"PRIOR_TREATMENT","washout_days","investigational_agent_washout_days","none",3
"PRIOR_TREATMENT","washout_days","anticancer_agent_washout_days","none",2
"PRIOR_TREATMENT","washout_days","anticancer_therapy_washout_days","none",2
"PRIOR_TREATMENT","washout_days","radiotherapy_washout_days","none",3
"PRIOR_TREATMENT","washout_days","antibody_therapy_washout_days","none",2
"PRIOR_TREATMENT","washout_days","surgery_washout_days","none",2
"PRIOR_TREATMENT","washout_days","major_surgery_washout_days","none",2
"PRIOR_TREATMENT","washout_days","autologous_sct_washout_days","none",2
"PRIOR_TREATMENT","washout_days","car_t_washout_days","none",3
"PRIOR_TREATMENT","washout_days","investigational_washout_days","none",2
"PRIOR_TREATMENT","washout_days","concurrent_trial_days","none",2
"PRIOR_TREATMENT","washout_days","days_since_radiation","none",2
"PRIOR_TREATMENT","washout_days","days_since_chemotherapy","none",2
"PRIOR_TREATMENT","washout_days","time_days","none",2
"PRIOR_TREATMENT","washout_days","max_days_since","none",2
"PRIOR_TREATMENT","washout_days","washout_period_days","none",17
"PRIOR_TREATMENT","washout_days","washout_weeks","weeks_to_days",147
"PRIOR_TREATMENT","washout_days","lookback_weeks","weeks_to_days",16
"PRIOR_TREATMENT","washout_days","timeframe_weeks","weeks_to_days",23
"PRIOR_TREATMENT","washout_days","exclusion_timing_weeks","weeks_to_days",10
"PRIOR_TREATMENT","washout_days","investigational_drug_washout_weeks","weeks_to_days",3
"PRIOR_TREATMENT","washout_days","immunosuppressive_washout_weeks","weeks_to_days",3
"PRIOR_TREATMENT","washout_days","radiotherapy_washout_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","radiation_washout_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","washout_period_weeks","weeks_to_days",4
"PRIOR_TREATMENT","washout_days","investigational_timing_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","concurrent_study_washout_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","investigational_washout_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","recent_surgery_exclusion_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","dmard_washout_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","weeks_prior","weeks_to_days",3
"PRIOR_TREATMENT","washout_days","nitrosoureas_mitomycin_within_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","therapeutic_antibiotics_weeks","weeks_to_days",2
"PRIOR_TREATMENT","washout_days","stability_weeks","weeks_to_days",5
"PRIOR_TREATMENT","washout_days","stable_weeks","weeks_to_days",4
"PRIOR_TREATMENT","washout_days","min_stable_weeks","weeks_to_days",3
"PRIOR_TREATMENT","washout_days","investigational_therapy_washout_weeks","weeks_to_days",1
"PRIOR_TREATMENT","washout_days","washout_months","months_to_days",153
"PRIOR_TREATMENT","washout_days","lookback_months","months_to_days",31
"PRIOR_TREATMENT","washout_days","timeframe_months","months_to_days",25
"PRIOR_TREATMENT","washout_days","timing_months","months_to_days",8
"PRIOR_TREATMENT","washout_days","exclusion_timing_months","months_to_days",8
"PRIOR_TREATMENT","washout_days","months_lookback","months_to_days",3
"PRIOR_TREATMENT","washout_days","washout_period_months","months_to_days",3
"PRIOR_TREATMENT","washout_days","months_prior","months_to_days",2
"PRIOR_TREATMENT","washout_days","biologic_washout_months","months_to_days",2
"PRIOR_TREATMENT","washout_days","time_since_treatment_months","months_to_days",2
"PRIOR_TREATMENT","washout_days","time_window_months","months_to_days",2
"PRIOR_TREATMENT","washout_days","months_since","months_to_days",2
"PRIOR_TREATMENT","washout_days","anti_cd20_washout_months","months_to_days",2
"PRIOR_TREATMENT","washout_days","washout_years","years_to_days",7
"PRIOR_TREATMENT","washout_days","lookback_years","years_to_days",4
"PRIOR_TREATMENT","washout_days","timeframe_years","years_to_days",4
"PRIOR_TREATMENT","washout_half_lives","washout_half_lives","none",14
"PRIOR_TREATMENT","washout_half_lives","lookback_half_lives","none",5
"PRIOR_TREATMENT","washout_half_lives","or_half_lives","none",5
"PRIOR_TREATMENT","washout_half_lives","investigational_therapy_washout_half_lives","none",2
"PRIOR_TREATMENT","drug","drug","none",65
"PRIOR_TREATMENT","drug","medication","none",53
"PRIOR_TREATMENT","drug","prior_therapy","none",66
"PRIOR_TREATMENT","drug","therapy","none",50
"PRIOR_TREATMENT","drug","therapy_type","none",40
"PRIOR_TREATMENT","drug","agent","none",4
"PRIOR_TREATMENT","drug","agents","none",9
"PRIOR_TREATMENT","drug","prior_drug","none",16
"PRIOR_TREATMENT","drug","prior_treatment","none",31
"PRIOR_TREATMENT","drug","treatment","none",36
"PRIOR_TREATMENT","drug","drug_class","none",12
"PRIOR_TREATMENT","drug","drug_classes","none",6
"PRIOR_TREATMENT","drug","therapy_types","none",12
"PRIOR_TREATMENT","drug","medication_type","none",7
"PRIOR_TREATMENT","drug","medication_class","none",2
"PRIOR_TREATMENT","drug","excluded_drug","none",10
"PRIOR_TREATMENT","drug","excluded_drugs","none",33
"PRIOR_TREATMENT","drug","excluded_agents","none",12
"PRIOR_TREATMENT","drug","excluded_therapy","none",13
"PRIOR_TREATMENT","drug","excluded_therapies","none",30
"PRIOR_TREATMENT","drug","excluded_prior_therapy","none",23
"PRIOR_TREATMENT","drug","excluded_prior_therapies","none",7
"PRIOR_TREATMENT","drug","excluded_prior_drugs","none",4
"PRIOR_TREATMENT","drug","excluded_prior_treatments","none",2
"PRIOR_TREATMENT","drug","excluded_prior_drug","none",2
"PRIOR_TREATMENT","drug","excluded_prior_treatment","none",2
"PRIOR_TREATMENT","drug","excluded_treatment","none",7
"PRIOR_TREATMENT","drug","excluded_treatments","none",6
"PRIOR_TREATMENT","drug","excluded_drug_class","none",7
"PRIOR_TREATMENT","drug","excluded_drug_classes","none",2
"PRIOR_TREATMENT","drug","excluded_medications","none",4
"PRIOR_TREATMENT","drug","prior_drugs","none",5
"PRIOR_TREATMENT","drug","prior_drugs_excluded","none",6
"PRIOR_TREATMENT","drug","drugs","none",17
"PRIOR_TREATMENT","drug","medications","none",15
"PRIOR_TREATMENT","drug","therapies","none",8
"PRIOR_TREATMENT","drug","treatments","none",5
"PRIOR_TREATMENT","drug","current_therapy","none",3
"PRIOR_TREATMENT","drug","prior_medication","none",2
"PRIOR_TREATMENT","drug","prior_agents","none",4
"PRIOR_TREATMENT","drug","required_agents","none",2
"PRIOR_TREATMENT","drug","required_therapy","none",4
"PRIOR_TREATMENT","drug","required_prior_therapy","none",5
"PRIOR_TREATMENT","drug","required_prior_treatment","none",3
"PRIOR_TREATMENT","drug","required_treatment","none",2
"PRIOR_TREATMENT","exception","exception","none",40
"PRIOR_TREATMENT","exception","exceptions","none",45
"PRIOR_TREATMENT","exception","allowed","none",6
"PRIOR_TREATMENT","exception","allowed_drugs","none",3
"PRIOR_TREATMENT","exception","allowed_therapies","none",2
"PRIOR_TREATMENT","exception","restrictions","none",2
"PRIOR_TREATMENT","max_prior_lines","max_prior_lines","none",10
"PRIOR_TREATMENT","max_prior_lines","max_prior_regimens","none",6
"PRIOR_TREATMENT","max_prior_lines","max_prior_chemo_regimens","none",7
"PRIOR_TREATMENT","max_prior_lines","max_prior_chemotherapy_regimens","none",3
"PRIOR_TREATMENT","max_prior_lines","max_prior_chemotherapy_lines","none",3
"PRIOR_TREATMENT","max_prior_lines","max_prior_chemotherapy","none",2
"PRIOR_TREATMENT","max_prior_lines","maximum_prior_regimens","none",2
"PRIOR_TREATMENT","max_prior_lines","maximum_prior_chemotherapy_regimens","none",2
"PRIOR_TREATMENT","max_prior_lines","prior_lines_max","none",4
"PRIOR_TREATMENT","max_prior_lines","prior_treatments_max","none",3
"PRIOR_TREATMENT","max_prior_lines","max_prior_chemo_lines","none",2
"PRIOR_TREATMENT","max_prior_lines","max_courses","none",2
"PRIOR_TREATMENT","min_prior_lines","min_prior_lines","none",5
"PRIOR_TREATMENT","min_prior_lines","prior_lines_min","none",7
"PRIOR_TREATMENT","min_prior_lines","prior_treatments_min","none",4
"PRIOR_TREATMENT","min_prior_lines","prior_regimens_min","none",3
"PRIOR_TREATMENT","min_prior_lines","prior_treatments_required","none",3
"PRIOR_TREATMENT","min_prior_lines","min_regimens","none",2
"PRIOR_TREATMENT","min_prior_lines","minimum_prior_treatments","none",2
"PRIOR_TREATMENT","min_prior_lines","min_prior_lines","none",5
"PRIOR_TREATMENT","min_prior_lines","prior_platinum_regimens_min","none",3
"PRIOR_TREATMENT","min_prior_lines","min_cycles","none",6
"PRIOR_TREATMENT","min_prior_lines","minimum_cycles","none",2
"PRIOR_TREATMENT","min_prior_lines","cycles_min","none",2
"PRIOR_TREATMENT","min_prior_lines","prior_treatments_required","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","prior_therapy_excluded","none",32
"PRIOR_TREATMENT","prior_therapy_excluded","prior_treatment_excluded","none",7
"PRIOR_TREATMENT","prior_therapy_excluded","prior_chemotherapy_excluded","none",9
"PRIOR_TREATMENT","prior_therapy_excluded","prior_immunotherapy_excluded","none",7
"PRIOR_TREATMENT","prior_therapy_excluded","prior_radiotherapy_excluded","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","prior_radiation_excluded","none",4
"PRIOR_TREATMENT","prior_therapy_excluded","prior_systemic_therapy_excluded","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","prior_cancer_therapy_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_biologic_therapy_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_tocilizumab_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_rituximab_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_transplant_excluded","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","allogeneic_sct_excluded","none",4
"PRIOR_TREATMENT","prior_therapy_excluded","allogeneic_transplant_excluded","none",4
"PRIOR_TREATMENT","prior_therapy_excluded","organ_transplant_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","solid_organ_transplant_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","checkpoint_inhibitors_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","braf_inhibitor_excluded","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","mek_inhibitor_excluded","none",3
"PRIOR_TREATMENT","prior_therapy_excluded","hormonal_therapy_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","recent_chemotherapy_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","investigational_therapy_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","immunostimulatory_agents_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_cd137_agonist_excluded","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_vegf_inhibitors","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_anti_pd1","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","prior_anti_pdl1","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","tigit_prohibited","none",2
"PRIOR_TREATMENT","prior_therapy_excluded","active_gvhd_excluded","none",2
"PRIOR_TREATMENT","treatment_naive","treatment_naive","none",8
"PRIOR_TREATMENT","treatment_naive","treatment_naive_required","none",2
"PRIOR_TREATMENT","treatment_naive","chemotherapy_naive","none",4
"PRIOR_TREATMENT","treatment_naive","no_prior_systemic_therapy","none",7
"PRIOR_TREATMENT","treatment_naive","no_prior_chemotherapy","none",4
"PRIOR_TREATMENT","treatment_naive","no_prior_radiotherapy","none",3
"PRIOR_TREATMENT","treatment_naive","no_prior_therapy","none",2
"PRIOR_TREATMENT","treatment_naive","no_prior_biologics","none",2
"PRIOR_TREATMENT","status","status","none",11
"PRIOR_TREATMENT","status","disease_status","none",6
"PRIOR_TREATMENT","status","treatment_status","none",5
"PRIOR_TREATMENT","status","response","none",10
"PRIOR_TREATMENT","status","response_status","none",5
"PRIOR_TREATMENT","status","response_required","none",2
